,region,council,date_issued,council_ref,location_all,location_street,location_suburb,location_area, Location_Postcode ,legal_description,val_number,consent_value,description
63416,Marlborough,Marlborough,30-May-18,MbBC180725,13 Hillcrest Avenue Blenheim Marlborough,13 Hillcrest Avenue,Blenheim,,,,,"$5,000.00 ",free-standing woodsman brunner mk ii log fire
63417,Marlborough,Marlborough,30-May-18,MbBC180652,2650 SH 63 Wairau Valley Marlborough,2650 SH 63,Wairau Valley,,,,,"$5,000.00 ",inbuilt yunca xander masonry log fire
63419,Marlborough,Marlborough,30-May-18,MbBC180629,77 Weld Street Blenheim Marlborough,77 Weld Street,Blenheim,,,,,"$4,700.00 ",free standing woodsman taras on fire installations mkiii log fire with wetback
63420,Marlborough,Marlborough,30-May-18,MbBC180606,61 A Colemans Road Blenheim Marlborough,61 A Colemans Road,Blenheim,,,,,"$4,619.00 ",free standing metro wee rad log fire with wetback
63421,Marlborough,Marlborough,30-May-18,MbBC180572,31 A Lucas Street Blenheim Marlborough,31 A Lucas Street,Blenheim,,,,,"$4,615.00 ",inbuilt yunca xander log fire limited  mayfield
63422,Marlborough,Marlborough,30-May-18,MbBC180579,19 Graham Street Blenheim Marlborough,19 Graham Street,Blenheim,,,,,"$4,534.00 ",metro smart insert log fire limited
63424,Marlborough,Marlborough,30-May-18,MbBC180710,44 Alabama Road Blenheim Marlborough,44 Alabama Road,Blenheim,,,,,"$4,500.00 ",free standing woodsman ecr novo log fire
63425,Marlborough,Marlborough,30-May-18,MbBC180564,4 B Weld Street Blenheim Marlborough,4 B Weld Street,Blenheim,,,,,"$4,500.00 ",free-standing masport r1500 log fire
63426,Marlborough,Marlborough,30-May-18,MbBC180578,18 Monro Street Blenheim Marlborough,18 Monro Street,Blenheim,,,,,"$4,500.00 ",masport le4000 provincial insert log fire
63428,Marlborough,Marlborough,30-May-18,MbBC180696,523 Brookby Road Hawkesbury Marlborough,523 Brookby Road,Hawkesbury,,,,,"$4,500.00 ",free standing woodsman brunner mkii log fire blenheim
63429,Marlborough,Marlborough,30-May-18,MbBC180693,14 Ngaio Street Rarangi Marlborough,14 Ngaio Street,Rarangi,,,,,"$4,500.00 ",free-standing metro wee rad (legs ) log fire
63430,Marlborough,Marlborough,30-May-18,MbBC180565,40 Cleghorn Street Blenheim Marlborough,40 Cleghorn Street,Blenheim,,,,,"$4,500.00 ",free-standing metro wee rad woody log fire  blenheim
63431,Marlborough,Marlborough,30-May-18,MbBC180667,6 Kilworth Place Blenheim Marlborough,6 Kilworth Place,Blenheim,,,,,"$4,500.00 ",free standing metro wee rad woody log fire
63432,Marlborough,Marlborough,30-May-18,MbBC180563,10 Purser Crescent Blenheim Marlborough,10 Purser Crescent,Blenheim,,,,,"$4,500.00 ",free-standing masport r5000 log fire
63433,Marlborough,Marlborough,30-May-18,MbBC180636,28 D Meehan Street Blenheim Marlborough,28 D Meehan Street,Blenheim,,,,,"$4,500.00 ",free standing woodsman brunner mkii log fire
63434,Marlborough,Marlborough,30-May-18,MbBC180670,56 Redwood Street Blenheim Marlborough,56 Redwood Street,Blenheim,,,,,"$4,400.00 ",inbuilt masport bannockburn i2000 masonry log fire  mayfield
63435,Marlborough,Marlborough,30-May-18,MbBC180677,11 Maple Close Blenheim Marlborough,11 Maple Close,Blenheim,,,,,"$4,400.00 ",free standing metro wee rad woody log fire
63436,Marlborough,Marlborough,30-May-18,MbBC180681,43 A Inkerman Street Renwick Marlborough,43 A Inkerman Street,Renwick,,,,,"$4,400.00 ",free-standing metro wee rad woody log fire 55 grove road mayfield
63437,Marlborough,Marlborough,30-May-18,MbBC180690,128 Scott Street Blenheim Marlborough,128 Scott Street,Blenheim,,,,,"$4,400.00 ",metro smart insert log fire limited
63438,Marlborough,Marlborough,30-May-18,MbBC180724,62 A Houldsworth Street Blenheim Marlborough,62 A Houldsworth Street,Blenheim,,,,,"$4,400.00 ",free-standing metro tiny rad log fire  free-standing woodsman
63439,Marlborough,Marlborough,30-May-18,MbBC180703,2479 Kenepuru Road Kenepuru Sound Marlborough,2479 Kenepuru Road,Kenepuru Sound,,,,,"$4,400.00 ",inbuilt metro smart insert log fire  mayfield
63440,Marlborough,Marlborough,30-May-18,MbBC180624,225 Waikawa Road Waikawa Marlborough,225 Waikawa Road,Waikawa,,,,,"$4,344.00 ",free standing masport r5000 ped log fire
63441,Marlborough,Marlborough,30-May-18,MbBC180569,3 - 2 A Dawkins Place Blenheim Marlborough,3 - 2 A Dawkins Place,Blenheim,,,,,"$4,320.00 ",free-standing masport r1500 ped log fire
63442,Marlborough,Marlborough,30-May-18,MbBC180600,6694 Kenepuru Road Kenepuru Sound Marlborough,6694 Kenepuru Road,Kenepuru Sound,,,,,"$4,300.00 ",metro smart insert log fire limited
63444,Marlborough,Marlborough,30-May-18,MbBC180700,16 Belvue Crescent Blenheim Marlborough,16 Belvue Crescent,Blenheim,,,,,"$4,200.00 ",inbuilt masport bannockburn i2000 dry log fire
63445,Marlborough,Marlborough,30-May-18,MbBC180692,8 A Carr Street Blenheim Marlborough,8 A Carr Street,Blenheim,,,,,"$4,200.00 ",inbuilt jayline is500 log fire
63446,Marlborough,Marlborough,30-May-18,MbBC180705,3 Newbourne Crescent Blenheim Marlborough,3 Newbourne Crescent,Blenheim,,,,,"$4,000.00 ",free standing masport r1500 log fire
63447,Marlborough,Marlborough,30-May-18,MbBC180597,11 A Severne Street Blenheim Marlborough,11 A Severne Street,Blenheim,,,,,"$4,000.00 ",free standing masport osburn 1600 log fire
63448,Marlborough,Marlborough,30-May-18,MbBC180716,7 Wadsworth Crescent Blenheim Marlborough,7 Wadsworth Crescent,Blenheim,,,,,"$4,000.00 ",free standing masport r1500 leg log fire
63449,Marlborough,Marlborough,30-May-18,MbBC180591,2 Weld Street Blenheim Marlborough,2 Weld Street,Blenheim,,,,,"$4,000.00 ",inbuilt masport le4000 log fire
63451,Marlborough,Marlborough,30-May-18,MbBC180720,26 Alma Street Renwick Marlborough,26 Alma Street,Renwick,,,,,"$3,846.00 ",free-standing metro eco tiny rad log fire
63452,Marlborough,Marlborough,30-May-18,MbBC180653,313 C Anakiwa Road Queen Charlotte Sound Marlborough,313 C Anakiwa Road,Queen Charlotte Sound,,,,,"$3,800.00 ",free standing metro wee rad log fire
63453,Marlborough,Marlborough,30-May-18,MbBC180698,92 A Maxwell Road Blenheim Marlborough,92 A Maxwell Road,Blenheim,,,,,"$3,800.00 ",inbuilt masport le4000 log fire 15 otago street picton
63454,Marlborough,Marlborough,30-May-18,MbBC180713,7080 SH 1 Flaxbourne Marlborough,7080 SH 1,Flaxbourne,,,,,"$3,700.00 ",free-standing metro wee rad base log fire
63455,Marlborough,Marlborough,30-May-18,MbBC180729,20 Lincoln Street Picton Marlborough,20 Lincoln Street,Picton,,,,,"$3,650.00 ",free standing metro eco tiny ped log fire 55 grove road
63456,Marlborough,Marlborough,30-May-18,MbBC180719,201 B Maxwell Road Blenheim Marlborough,201 B Maxwell Road,Blenheim,,,,,"$3,631.00 ",free standing masport r1500 legs log fire
63457,Marlborough,Marlborough,30-May-18,MbBC180590,2684 SH 63 Wairau Valley Marlborough,2684 SH 63,Wairau Valley,,,,,"$3,500.00 ",free standing woodsman brunner mkii log fire
63458,Marlborough,Marlborough,30-May-18,MbBC180708,156 Ure Road Ure Marlborough,156 Ure Road,Ure,,,,,"$3,500.00 ",free standing jayline ss280p log fire
63459,Marlborough,Marlborough,30-May-18,MbBC180594,11 Mitchell Street Blenheim Marlborough,11 Mitchell Street,Blenheim,,,,,"$3,500.00 ",free standing metro wee rad leg log fire
63460,Marlborough,Marlborough,30-May-18,MbBC180647,53 Fulton Street Blenheim Marlborough,53 Fulton Street,Blenheim,,,,,"$3,500.00 ",free-standing metro wee rad log fire
63462,Marlborough,Marlborough,30-May-18,MbBC180596,129 Scott Street Blenheim Marlborough,129 Scott Street,Blenheim,,,,,"$3,500.00 ",free standing woodsman brunner mkii log fire
63463,Marlborough,Marlborough,30-May-18,MbBC180585,24 Beaver Road Blenheim Marlborough,24 Beaver Road,Blenheim,,,,,"$3,500.00 ",free-standing woodsman flare log fire  7220
63464,Marlborough,Marlborough,30-May-18,MbBC180593,12 Rutledge Drive Blenheim Marlborough,12 Rutledge Drive,Blenheim,,,,,"$3,500.00 ",free-standing masport wanaka log fire
63465,Marlborough,Marlborough,30-May-18,MbBC180589,5 A Robalan Place Blenheim Marlborough,5 A Robalan Place,Blenheim,,,,,"$3,500.00 ",free-standing metro xtreme ped log fire
63466,Marlborough,Marlborough,30-May-18,MbBC180683,SH 6 Okaramio Marlborough,SH 6,Okaramio,,,,,"$3,420.00 ",free-standing metro xtreme ped log fire 55 grove road mayfield
63468,Marlborough,Marlborough,30-May-18,MbBC180654,22 Severne Street Blenheim Marlborough,22 Severne Street,Blenheim,,,,,"$3,400.00 ",free standing metro wee rad log fire
63469,Marlborough,Marlborough,30-May-18,MbBC180584,29 Kaituna-Tuamarina Road Tuamarina Marlborough,29 Kaituna-Tuamarina Road,Tuamarina,,,,,"$3,200.00 ",free-standing woodsman brunner mk ii log fire  7220
63470,Marlborough,Marlborough,30-May-18,MbBC180586,19 Beaumont Street Seddon Marlborough,19 Beaumont Street,Seddon,,,,,"$3,000.00 ",free-standing woodsman ecr novo log fire  7220
63471,Marlborough,Marlborough,30-May-18,MbBC180592,11 Ida Street Blenheim Marlborough,11 Ida Street,Blenheim,,,,,"$3,000.00 ",free-standing metro eco tiny ped log fire
63472,Marlborough,Marlborough,30-May-18,MbBC180732,44 Stephenson Street Blenheim Marlborough,44 Stephenson Street,Blenheim,,,,,"$3,000.00 ",free standing masport wanaka log fire
63473,Marlborough,Marlborough,30-May-18,MbBC180562,5630 SH 63 Wairau Valley Marlborough,5630 SH 63,Wairau Valley,,,,,"$3,000.00 ",free-standing metro wee ped log fire
63474,Marlborough,Marlborough,30-May-18,MbBC180706,14 Suffolk Street Picton Marlborough,14 Suffolk Street,Picton,,,,,"$2,800.00 ",free-standing metro wee rad (base) log fire
63475,Marlborough,Marlborough,30-May-18,MbBC180573,18 Lancaster Avenue Blenheim Marlborough,18 Lancaster Avenue,Blenheim,,,,,"$2,743.00 ",free standing metro wee rad leg log fire
63476,Marlborough,Marlborough,30-May-18,MbBC180648,20 Suffolk Street Picton Marlborough,20 Suffolk Street,Picton,,,,,"$2,700.00 ",free standing metro eco tiny ped log fire
63477,Marlborough,Marlborough,30-May-18,MbBC180588,4 Selwyn Street Blenheim Marlborough,4 Selwyn Street,Blenheim,,,,,"$2,600.00 ",free-standing metro tiny ped log fire
63478,Marlborough,Marlborough,30-May-18,MbBC180651,7 Hospital Road Blenheim Marlborough,7 Hospital Road,Blenheim,,,,,"$2,600.00 ",inbuilt metro smart insert log fire
63479,Marlborough,Marlborough,30-May-18,MbBC180635,Field Terrace Okiwi Bay Marlborough,Field Terrace,Okiwi Bay,,,,,"$2,600.00 ",free standing woodsman ecr novo log fire with wetback
63480,Marlborough,Marlborough,30-May-18,MbBC180727,4 Cresswell Lane Blenheim Marlborough,4 Cresswell Lane,Blenheim,,,,,"$2,500.00 ",free standing metro wee rad log fire
63493,Marlborough,Marlborough,30-May-18,MbBC180723,31 Birchwood Avenue Blenheim Marlborough,31 Birchwood Avenue,Blenheim,,,,,"$650,000.00 ",dwelling with attached garage & free-standing metro xtreme rad (base) log fire
63495,Marlborough,Marlborough,30-May-18,MbBC180728,Renata Road Okiwi Bay Marlborough,Renata Road,Okiwi Bay,,,,,"$476,900.00 ",dwelling with log fire/wastewater system
63497,Marlborough,Marlborough,30-May-18,MbBC180694,14 Temple Mews Renwick Marlborough,14 Temple Mews,Renwick,,,,,"$398,000.00 ",dwelling with attached garage/log fire
63499,Marlborough,Marlborough,30-May-18,MbBC180680,4 Harvard Road Blenheim Marlborough,4 Harvard Road,Blenheim,,,,,"$350,000.00 ",dwelling with attached garage/log fire blenheim
63502,Marlborough,Marlborough,30-May-18,MbBC180617,6 Nanchang Road Blenheim Marlborough,6 Nanchang Road,Blenheim,,,,,"$270,000.00 ",dwelling with attached garage & free-standing masport f3000 log fire
63503,Marlborough,Marlborough,30-May-18,MbBC180574,19 Rush Lane Canvastown Marlborough,19 Rush Lane,Canvastown,,,,,"$250,000.00 ",dwelling with free-standing woodsman brunner log fire & two bay shed
63505,Marlborough,Marlborough,30-May-18,MbBC180662,88 A Murphys Road Blenheim Marlborough,88 A Murphys Road,Blenheim,,,,,"$240,000.00 ",dwelling with attached garage/free standing log fire
63518,Marlborough,Marlborough,30-May-18,MbBC180566,920 Queen Charlotte Drive Linkwater Marlborough,920 Queen Charlotte Drive,Linkwater,,,,,"$97,500.00 ",dwelling with free-standing metro wee rad log fire & on- site wastewater management system
63546,Marlborough,Marlborough,30-May-18,MbBC180642,16 Pitchill Street Blenheim Marlborough,16 Pitchill Street,Blenheim,,,,,"$18,000.00 ",dwelling alteration & extension with free-standing woodsman ecr novo log fire
63561,Marlborough,Marlborough,30-May-18,MbBC180718,265 Kaiuma Bay Road Kaiuma Marlborough,265 Kaiuma Bay Road,Kaiuma,,,,,"$6,570.00 ",free standing firenzo lady kitchener ru legs log fire
63562,Marlborough,Marlborough,30-May-18,MbBC180709,107 Dry Hills Lane Riverlands Marlborough,107 Dry Hills Lane,Riverlands,,,,,"$6,500.00 ",free standing jayline ul200 log fire
63563,Marlborough,Marlborough,30-May-18,MbBC180721,80 Scott Street Blenheim Marlborough,80 Scott Street,Blenheim,,,,,"$6,113.00 ",inbuilt firenzo forte bay log fire
63564,Marlborough,Marlborough,30-May-18,MbBC180715,92 Main Road Havelock Marlborough,92 Main Road,Havelock,,,,,"$6,100.00 ",free standing pyroclassic iv log fire
63565,Marlborough,Marlborough,30-May-18,MbBC180712,83 Hampden Street Picton Marlborough,83 Hampden Street,Picton,,,,,"$6,100.00 ",free standing pyroclassic iv log fire
63568,Marlborough,Marlborough,30-May-18,MbBC180608,678 New Renwick Road Fairhall Marlborough,678 New Renwick Road,Fairhall,,,,,"$5,532.00 ",free-standing metro mega rad log fire  mayfield
63569,Marlborough,Marlborough,30-May-18,MbBC180678,34 Alabama Road Blenheim Marlborough,34 Alabama Road,Blenheim,,,,,"$5,373.00 ",inbuilt metro smart insert log fire with wetback
63570,Marlborough,Marlborough,30-May-18,MbBC180655,3576 SH 1 Riverlands Marlborough,3576 SH 1,Riverlands,,,,,"$5,200.00 ",free standing masport r5000 ped log fire
63571,Marlborough,Marlborough,30-May-18,MbBC180702,2038 Taylor Pass Road Awatere Valley Marlborough,2038 Taylor Pass Road,Awatere Valley,,,,,"$5,200.00 ",free-standing masport r5000 rural log fire
63572,Marlborough,Marlborough,30-May-18,MbBC180637,66 Maxwell Pass Road Taylor Pass Marlborough,66 Maxwell Pass Road,Taylor Pass,,,,,"$5,142.00 ",free standing masport r5000 rural log fire
63573,Marlborough,Marlborough,30-May-18,MbBC180669,8 Howick Road Blenheim Marlborough,8 Howick Road,Blenheim,,,,,"$5,128.00 ",inbuilt yunca xander - masonry log fire  mayfield
63574,Marlborough,Marlborough,30-May-18,MbBC180587,11 Hathaway Street Spring Creek Marlborough,11 Hathaway Street,Spring Creek,,,,,"$5,000.00 ",free standing yunca monte euro log fire
63576,Marlborough,Marlborough,30-May-18,MbBC180620,8 Owen Place Blenheim Marlborough,8 Owen Place,Blenheim,,,,,"$5,000.00 ",free-standing jayline fr300w log fire
63577,Marlborough,Marlborough,30-May-18,MbBC180717,377 Kaparu Road Blind River Marlborough,377 Kaparu Road,Blind River,,,,,"$5,000.00 ",free standing scandia cottage log fire
63578,Marlborough,Marlborough,30-May-18,MbBC180725,13 Hillcrest Avenue Blenheim Marlborough,13 Hillcrest Avenue,Blenheim,,,,,"$5,000.00 ",free-standing woodsman brunner mk ii log fire
63579,Marlborough,Marlborough,30-May-18,MbBC180652,2650 SH 63 Wairau Valley Marlborough,2650 SH 63,Wairau Valley,,,,,"$5,000.00 ",inbuilt yunca xander masonry log fire
63581,Marlborough,Marlborough,30-May-18,MbBC180629,77 Weld Street Blenheim Marlborough,77 Weld Street,Blenheim,,,,,"$4,700.00 ",free standing woodsman taras on fire installations mkiii log fire with wetback
63582,Marlborough,Marlborough,30-May-18,MbBC180606,61 A Colemans Road Blenheim Marlborough,61 A Colemans Road,Blenheim,,,,,"$4,619.00 ",free standing metro wee rad log fire with wetback
63583,Marlborough,Marlborough,30-May-18,MbBC180572,31 A Lucas Street Blenheim Marlborough,31 A Lucas Street,Blenheim,,,,,"$4,615.00 ",inbuilt yunca xander log fire limited  mayfield
63584,Marlborough,Marlborough,30-May-18,MbBC180579,19 Graham Street Blenheim Marlborough,19 Graham Street,Blenheim,,,,,"$4,534.00 ",metro smart insert log fire limited
63586,Marlborough,Marlborough,30-May-18,MbBC180710,44 Alabama Road Blenheim Marlborough,44 Alabama Road,Blenheim,,,,,"$4,500.00 ",free standing woodsman ecr novo log fire
63587,Marlborough,Marlborough,30-May-18,MbBC180564,4 B Weld Street Blenheim Marlborough,4 B Weld Street,Blenheim,,,,,"$4,500.00 ",free-standing masport r1500 log fire
63588,Marlborough,Marlborough,30-May-18,MbBC180578,18 Monro Street Blenheim Marlborough,18 Monro Street,Blenheim,,,,,"$4,500.00 ",masport le4000 provincial insert log fire
63590,Marlborough,Marlborough,30-May-18,MbBC180696,523 Brookby Road Hawkesbury Marlborough,523 Brookby Road,Hawkesbury,,,,,"$4,500.00 ",free standing woodsman brunner mkii log fire blenheim
63591,Marlborough,Marlborough,30-May-18,MbBC180693,14 Ngaio Street Rarangi Marlborough,14 Ngaio Street,Rarangi,,,,,"$4,500.00 ",free-standing metro wee rad (legs ) log fire
63592,Marlborough,Marlborough,30-May-18,MbBC180565,40 Cleghorn Street Blenheim Marlborough,40 Cleghorn Street,Blenheim,,,,,"$4,500.00 ",free-standing metro wee rad woody log fire  blenheim
63593,Marlborough,Marlborough,30-May-18,MbBC180667,6 Kilworth Place Blenheim Marlborough,6 Kilworth Place,Blenheim,,,,,"$4,500.00 ",free standing metro wee rad woody log fire
63594,Marlborough,Marlborough,30-May-18,MbBC180563,10 Purser Crescent Blenheim Marlborough,10 Purser Crescent,Blenheim,,,,,"$4,500.00 ",free-standing masport r5000 log fire
63595,Marlborough,Marlborough,30-May-18,MbBC180636,28 D Meehan Street Blenheim Marlborough,28 D Meehan Street,Blenheim,,,,,"$4,500.00 ",free standing woodsman brunner mkii log fire
63596,Marlborough,Marlborough,30-May-18,MbBC180670,56 Redwood Street Blenheim Marlborough,56 Redwood Street,Blenheim,,,,,"$4,400.00 ",inbuilt masport bannockburn i2000 masonry log fire  mayfield
63597,Marlborough,Marlborough,30-May-18,MbBC180677,11 Maple Close Blenheim Marlborough,11 Maple Close,Blenheim,,,,,"$4,400.00 ",free standing metro wee rad woody log fire
63598,Marlborough,Marlborough,30-May-18,MbBC180681,43 A Inkerman Street Renwick Marlborough,43 A Inkerman Street,Renwick,,,,,"$4,400.00 ",free-standing metro wee rad woody log fire 55 grove road mayfield
63599,Marlborough,Marlborough,30-May-18,MbBC180690,128 Scott Street Blenheim Marlborough,128 Scott Street,Blenheim,,,,,"$4,400.00 ",metro smart insert log fire limited
63600,Marlborough,Marlborough,30-May-18,MbBC180724,62 A Houldsworth Street Blenheim Marlborough,62 A Houldsworth Street,Blenheim,,,,,"$4,400.00 ",free-standing metro tiny rad log fire  free-standing woodsman
63601,Marlborough,Marlborough,30-May-18,MbBC180703,2479 Kenepuru Road Kenepuru Sound Marlborough,2479 Kenepuru Road,Kenepuru Sound,,,,,"$4,400.00 ",inbuilt metro smart insert log fire  mayfield
63602,Marlborough,Marlborough,30-May-18,MbBC180624,225 Waikawa Road Waikawa Marlborough,225 Waikawa Road,Waikawa,,,,,"$4,344.00 ",free standing masport r5000 ped log fire
63603,Marlborough,Marlborough,30-May-18,MbBC180569,3 - 2 A Dawkins Place Blenheim Marlborough,3 - 2 A Dawkins Place,Blenheim,,,,,"$4,320.00 ",free-standing masport r1500 ped log fire
63604,Marlborough,Marlborough,30-May-18,MbBC180600,6694 Kenepuru Road Kenepuru Sound Marlborough,6694 Kenepuru Road,Kenepuru Sound,,,,,"$4,300.00 ",metro smart insert log fire limited
63606,Marlborough,Marlborough,30-May-18,MbBC180700,16 Belvue Crescent Blenheim Marlborough,16 Belvue Crescent,Blenheim,,,,,"$4,200.00 ",inbuilt masport bannockburn i2000 dry log fire
63607,Marlborough,Marlborough,30-May-18,MbBC180692,8 A Carr Street Blenheim Marlborough,8 A Carr Street,Blenheim,,,,,"$4,200.00 ",inbuilt jayline is500 log fire
63608,Marlborough,Marlborough,30-May-18,MbBC180705,3 Newbourne Crescent Blenheim Marlborough,3 Newbourne Crescent,Blenheim,,,,,"$4,000.00 ",free standing masport r1500 log fire
63609,Marlborough,Marlborough,30-May-18,MbBC180597,11 A Severne Street Blenheim Marlborough,11 A Severne Street,Blenheim,,,,,"$4,000.00 ",free standing masport osburn 1600 log fire
63610,Marlborough,Marlborough,30-May-18,MbBC180716,7 Wadsworth Crescent Blenheim Marlborough,7 Wadsworth Crescent,Blenheim,,,,,"$4,000.00 ",free standing masport r1500 leg log fire
63611,Marlborough,Marlborough,30-May-18,MbBC180591,2 Weld Street Blenheim Marlborough,2 Weld Street,Blenheim,,,,,"$4,000.00 ",inbuilt masport le4000 log fire
63613,Marlborough,Marlborough,30-May-18,MbBC180720,26 Alma Street Renwick Marlborough,26 Alma Street,Renwick,,,,,"$3,846.00 ",free-standing metro eco tiny rad log fire
63614,Marlborough,Marlborough,30-May-18,MbBC180653,313 C Anakiwa Road Queen Charlotte Sound Marlborough,313 C Anakiwa Road,Queen Charlotte Sound,,,,,"$3,800.00 ",free standing metro wee rad log fire
